Airline,Source,Destination,Duration,Total_Stops,Additional_Info,Price,Arr_Time_Min,Arr_Time_Hour,Dep_Time_Hour,Dep_Time_Min,Day_of_Journey,Month_of_Journey
Jet Airways,Delhi,Cochin,335,1,In-flight meal not included,12898,25,4.0,22,50,27,5
Multiple carriers,Delhi,Cochin,705,1,No info,15353,15,19.0,7,30,6,3
IndiGo,Banglore,New Delhi,175,0,No info,7303,20,21.0,18,25,24,3
SpiceJet,Kolkata,Banglore,340,1,No info,6197,45,20.0,15,5,24,3
Air India,Kolkata,Banglore,245,1,No info,8996,15,13.0,9,10,9,6
IndiGo,Delhi,Cochin,480,1,No info,6528,20,22.0,14,20,21,3
GoAir,Banglore,Delhi,165,0,No info,4239,40,23.0,20,55,9,4
IndiGo,Kolkata,Banglore,160,0,No info,4148,5,23.0,20,25,12,3
SpiceJet,Banglore,Delhi,175,0,No info,3971,5,0.0,21,10,24,5
Air Asia,Kolkata,Banglore,955,1,No info,5192,30,23.0,7,35,6,5
Jet Airways,Delhi,Cochin,1390,2,No info,9483,35,12.0,13,25,9,4
Jet Airways,Delhi,Cochin,440,2,No info,18804,0,19.0,11,40,3,6
Air India,Delhi,Cochin,170,0,No info,5201,0,8.0,5,10,18,6
Jet Airways,Delhi,Cochin,450,1,No info,16079,0,19.0,11,30,27,5
Jet Airways,Banglore,Delhi,180,0,In-flight meal not included,7229,50,22.0,19,50,15,6
Multiple carriers,Delhi,Cochin,465,1,No info,6795,30,1.0,17,45,27,5
Jet Airways,Kolkata,Banglore,1520,1,No info,10953,55,10.0,9,35,9,5
Multiple carriers,Delhi,Cochin,625,2,No info,15965,30,1.0,15,5,24,6
Air India,Delhi,Cochin,1820,2,No info,9968,15,19.0,12,55,9,4
IndiGo,Kolkata,Banglore,155,0,No info,4804,50,0.0,22,15,6,6
Jet Airways,Delhi,Cochin,540,1,No info,16079,0,19.0,10,0,27,5
Jet Airways,Delhi,Cochin,910,2,In-flight meal not included,11507,35,12.0,21,25,12,6
Air India,Kolkata,Banglore,1700,2,No info,11542,45,13.0,9,25,9,6
Jet Airways,Banglore,Delhi,180,0,No info,7229,45,20.0,17,45,24,4
Jet Airways,Banglore,Delhi,165,0,In-flight meal not included,4544,45,8.0,6,0,27,4
IndiGo,Delhi,Cochin,295,1,No info,6496,5,10.0,5,10,15,5
IndiGo,Kolkata,Banglore,160,0,No info,4804,5,0.0,21,25,15,6
Air India,Banglore,New Delhi,1330,1,No info,13439,15,9.0,11,5,1,3
Jet Airways,Delhi,Cochin,610,1,In-flight meal not included,6540,25,4.0,18,15,27,3
IndiGo,Banglore,Delhi,170,0,No info,4591,20,2.0,23,30,1,6
IndiGo,Banglore,New Delhi,260,1,No info,4437,35,20.0,16,15,18,3
Air Asia,Delhi,Cochin,660,1,No info,6151,10,7.0,20,10,21,3
Jet Airways,Banglore,Delhi,180,0,In-flight meal not included,7754,45,20.0,17,45,21,6
Jet Airways,Delhi,Cochin,1355,1,In-flight meal not included,10262,35,12.0,14,0,24,6
Jet Airways,Banglore,Delhi,185,0,No info,8016,0,22.0,18,55,9,6
SpiceJet,Kolkata,Banglore,160,0,No check-in baggage included,4781,35,9.0,6,55,24,3
Vistara,Banglore,Delhi,170,0,No info,4668,20,14.0,11,30,27,6
Air India,Banglore,New Delhi,1265,1,No info,14594,55,8.0,11,50,6,3
Jet Airways,Kolkata,Banglore,710,1,No info,14231,45,4.0,16,55,24,3
Air India,Delhi,Cochin,1535,1,No info,8425,50,6.0,5,15,15,5
Multiple carriers,Delhi,Cochin,925,1,No info,9646,30,22.0,7,5,12,6
IndiGo,Chennai,Kolkata,145,0,No info,7295,5,17.0,14,40,3,3
Air Asia,Kolkata,Banglore,220,1,No info,5162,30,10.0,6,50,9,4
IndiGo,Banglore,New Delhi,175,0,No info,6860,20,21.0,18,25,9,3
Vistara,Delhi,Cochin,190,0,No info,6216,10,9.0,6,0,15,4
Air Asia,Kolkata,Banglore,710,1,No info,5192,25,19.0,7,35,24,5
IndiGo,Banglore,Delhi,170,0,No info,4823,50,22.0,20,0,9,4
SpiceJet,Banglore,Delhi,170,0,No check-in baggage included,3919,20,12.0,9,30,3,4
IndiGo,Mumbai,Hyderabad,90,0,No info,2754,35,20.0,19,5,3,6
Multiple carriers,Delhi,Cochin,690,1,No info,9315,0,19.0,7,30,9,5
Multiple carriers,Delhi,Cochin,530,1,No info,11667,50,18.0,10,0,27,3
Jet Airways,Kolkata,Banglore,1215,1,In-flight meal not included,6224,40,4.0,8,25,12,6
Air India,Kolkata,Banglore,1210,2,No info,13349,35,5.0,9,25,24,3
Jet Airways,Banglore,New Delhi,965,1,In-flight meal not included,11087,0,9.0,16,55,18,3
Multiple carriers,Delhi,Cochin,755,1,No info,15603,35,1.0,13,0,6,3
Jet Airways,Delhi,Cochin,1025,2,No info,15129,35,12.0,19,30,9,5
IndiGo,Banglore,Delhi,180,0,No info,4823,55,19.0,16,55,9,4
Vistara,Kolkata,Banglore,930,1,No info,8452,40,22.0,7,10,1,5
Multiple carriers,Delhi,Cochin,690,1,No info,12524,0,19.0,7,30,6,6
SpiceJet,Chennai,Kolkata,140,0,No info,3384,5,20.0,17,45,27,3
Jet Airways,Delhi,Cochin,1425,1,In-flight meal not included,10262,0,19.0,19,15,1,6
SpiceJet,Mumbai,Hyderabad,90,0,No check-in baggage included,1965,45,14.0,13,15,18,6
IndiGo,Kolkata,Banglore,155,0,No info,4804,50,0.0,22,15,18,5
Jet Airways,Delhi,Cochin,1485,1,No info,16079,0,19.0,18,15,27,5
Jet Airways,Delhi,Cochin,1295,2,No info,13292,0,19.0,21,25,1,6
Air Asia,Delhi,Cochin,330,1,No info,6751,25,13.0,7,55,9,5
Air India,Delhi,Cochin,735,1,No info,8669,15,19.0,7,0,15,5
IndiGo,Delhi,Cochin,485,1,No info,14871,35,1.0,17,30,3,3
Jet Airways,Delhi,Cochin,300,1,In-flight meal not included,12898,0,19.0,14,0,21,5
SpiceJet,Banglore,Delhi,170,0,No check-in baggage included,3919,20,12.0,9,30,6,6
Multiple carriers,Delhi,Cochin,385,1,No info,36983,15,19.0,12,50,1,3
IndiGo,Chennai,Kolkata,140,0,No info,3597,55,21.0,19,35,3,6
Air India,Banglore,New Delhi,165,0,No info,10741,45,19.0,17,0,9,3
Air India,Kolkata,Banglore,765,2,No info,11432,35,5.0,16,50,6,6
Jet Airways,Banglore,New Delhi,950,1,In-flight meal not included,11087,45,10.0,18,55,12,3
Jet Airways,Delhi,Cochin,1620,2,No info,13292,35,12.0,9,35,3,6
Air India,Delhi,Cochin,1585,3,No info,10493,40,7.0,5,15,15,6
GoAir,Banglore,New Delhi,175,0,No info,7631,40,10.0,7,45,9,3
Air India,Delhi,Cochin,1490,2,No info,13381,40,7.0,6,50,6,6
Jet Airways,Kolkata,Banglore,520,1,No info,13731,40,4.0,20,0,6,6
Air India,Delhi,Cochin,1545,2,No info,11911,40,7.0,5,55,21,5
IndiGo,Banglore,Delhi,170,0,No info,4591,20,2.0,23,30,18,4
Multiple carriers,Delhi,Cochin,375,1,No info,14848,15,19.0,13,0,3,6
Multiple carriers,Delhi,Cochin,630,1,No info,8266,15,19.0,8,45,12,6
Air India,Delhi,Cochin,1560,2,No info,12392,15,19.0,17,15,18,5
Jet Airways,Kolkata,Banglore,1025,1,No info,13044,0,12.0,18,55,12,6
Jet Airways,Delhi,Cochin,1280,1,In-flight meal not included,12898,25,4.0,7,5,21,5
Jet Airways,Delhi,Cochin,335,1,No info,12242,25,4.0,22,50,21,3
IndiGo,Banglore,Delhi,170,0,No info,3943,0,13.0,10,10,18,5
Vistara,Kolkata,Banglore,1550,1,No info,11105,10,22.0,20,20,24,3
Jet Airways,Kolkata,Banglore,730,1,No info,14388,20,9.0,21,10,12,5
Jet Airways,Delhi,Cochin,1025,2,No info,13014,35,12.0,19,30,18,5
Multiple carriers,Delhi,Cochin,510,1,No info,15411,50,18.0,10,20,6,3
Jet Airways,Delhi,Cochin,1385,1,No info,16289,50,18.0,19,45,9,3
IndiGo,Delhi,Cochin,560,1,No info,6442,10,16.0,6,50,15,5
Jet Airways,Kolkata,Banglore,475,1,In-flight meal not included,10844,20,16.0,8,25,18,5
Jet Airways,Mumbai,Hyderabad,90,0,No info,5678,50,11.0,10,20,18,5
IndiGo,Banglore,Delhi,170,0,No info,6906,20,2.0,23,30,12,4
SpiceJet,Chennai,Kolkata,135,0,No check-in baggage included,3543,0,12.0,9,45,21,5
Jet Airways,Delhi,Cochin,600,1,No info,14714,0,19.0,9,0,6,6
Vistara Premium economy,Banglore,New Delhi,155,0,No info,11793,35,18.0,16,0,3,3
Multiple carriers,Delhi,Cochin,465,1,No info,14323,15,19.0,11,30,15,5
SpiceJet,Banglore,Delhi,175,0,No info,3971,5,0.0,21,10,9,4
Vistara,Kolkata,Banglore,1580,1,No info,8452,40,22.0,20,20,6,5
Vistara,Banglore,Delhi,160,0,No info,5403,40,9.0,7,0,12,4
Multiple carriers,Delhi,Cochin,660,1,No info,13727,0,21.0,10,0,9,5
Air India,Kolkata,Banglore,1165,2,No info,12639,25,5.0,10,0,1,4
Jet Airways,Banglore,Delhi,175,0,In-flight meal not included,5198,10,18.0,15,15,18,4
Vistara,Banglore,Delhi,165,0,No info,4878,15,22.0,19,30,1,6
Jet Airways,Delhi,Cochin,1395,1,In-flight meal not included,12373,0,19.0,19,45,18,5
Multiple carriers,Delhi,Cochin,540,1,In-flight meal not included,8552,10,16.0,7,10,3,3
Vistara,Delhi,Cochin,190,0,No info,6741,50,17.0,14,40,21,4
Multiple carriers,Delhi,Cochin,385,1,No info,6481,15,19.0,12,50,9,4
Multiple carriers,Delhi,Cochin,520,1,No info,7354,15,19.0,10,35,6,6
Air India,Banglore,Delhi,170,0,No info,5228,55,23.0,21,5,21,4
Jet Airways,Kolkata,Banglore,740,1,In-flight meal not included,10844,45,20.0,8,25,12,5
IndiGo,Delhi,Cochin,320,1,No info,6347,10,12.0,6,50,18,5
Air India,Banglore,New Delhi,240,1,No info,5013,15,12.0,8,15,15,3
Jet Airways,Kolkata,Banglore,585,1,In-flight meal not included,9663,40,4.0,18,55,9,6
IndiGo,Banglore,Delhi,175,0,No info,4823,20,21.0,18,25,6,4
Air India,Delhi,Cochin,1580,2,No info,13381,15,19.0,16,55,24,6
SpiceJet,Chennai,Kolkata,135,0,No check-in baggage included,3543,0,12.0,9,45,1,6
Jet Airways,Kolkata,Banglore,585,1,In-flight meal not included,9663,40,4.0,18,55,15,5
Jet Airways,Kolkata,Banglore,1495,1,In-flight meal not included,7064,50,19.0,18,55,1,4
Jet Airways,Delhi,Cochin,715,1,In-flight meal not included,10262,0,19.0,7,5,9,6
Air India,Delhi,Cochin,500,2,No info,13013,15,19.0,10,55,1,6
Jet Airways,Delhi,Cochin,1045,2,No info,15339,35,12.0,19,10,27,6
GoAir,Banglore,Delhi,170,0,No info,4937,30,14.0,11,40,18,4
IndiGo,Delhi,Cochin,425,1,No info,6818,10,12.0,5,5,6,6
Air India,Delhi,Cochin,1275,2,No info,10441,15,19.0,22,0,18,5
Jet Airways,Delhi,Cochin,300,1,In-flight meal not included,5177,0,19.0,14,0,3,4
IndiGo,Chennai,Kolkata,145,0,No info,3858,0,14.0,11,35,27,6
IndiGo,Kolkata,Banglore,315,1,No info,6534,15,2.0,21,0,18,5
Multiple carriers,Delhi,Cochin,910,1,No info,6795,30,1.0,10,20,15,6
Multiple carriers,Delhi,Cochin,705,1,No info,9736,15,19.0,7,30,3,6
Jet Airways,Banglore,Delhi,180,0,No info,7229,50,22.0,19,50,1,5
SpiceJet,Delhi,Cochin,295,1,No info,4957,50,22.0,17,55,24,4
IndiGo,Banglore,New Delhi,165,0,No info,7648,45,8.0,6,0,9,3
SpiceJet,Kolkata,Banglore,150,0,No info,3873,25,17.0,14,55,15,6
Jet Airways,Kolkata,Banglore,585,1,No info,14388,40,4.0,18,55,12,5
IndiGo,Kolkata,Banglore,160,0,No info,5618,55,19.0,17,15,6,3
Multiple carriers,Delhi,Cochin,390,1,No info,7408,30,1.0,19,0,9,6
Air Asia,Delhi,Cochin,330,1,No info,13774,15,22.0,16,45,3,3
Vistara,Banglore,Delhi,160,0,No info,4668,40,9.0,7,0,3,5
Jet Airways,Delhi,Cochin,2045,2,No info,13082,25,4.0,18,20,21,3
Air India,Delhi,Cochin,925,1,No info,8669,15,19.0,3,50,3,6
IndiGo,Delhi,Cochin,570,1,No info,6316,30,1.0,16,0,24,6
Jet Airways,Delhi,Cochin,365,1,In-flight meal not included,12583,25,4.0,22,20,6,3
Vistara,Banglore,New Delhi,160,0,No info,7923,50,18.0,16,10,9,3
GoAir,Delhi,Cochin,350,1,No info,7378,50,12.0,7,0,3,3
Vistara,Banglore,Delhi,165,0,No info,4878,15,22.0,19,30,3,6
Jet Airways,Kolkata,Banglore,1640,1,In-flight meal not included,10844,50,19.0,16,30,18,5
Jet Airways,Banglore,Delhi,180,0,No info,7229,20,11.0,8,20,3,4
SpiceJet,Delhi,Cochin,315,1,No info,6297,20,11.0,6,5,21,5
Jet Airways,Kolkata,Banglore,960,1,In-flight meal not included,8529,0,12.0,20,0,12,6
Multiple carriers,Delhi,Cochin,420,1,No info,13727,0,21.0,14,0,18,5
SpiceJet,Kolkata,Banglore,520,1,No info,6643,15,17.0,8,35,24,5
Multiple carriers,Delhi,Cochin,540,1,No info,10197,0,19.0,10,0,9,5
SpiceJet,Kolkata,Banglore,140,0,No info,4911,40,0.0,22,20,21,4
IndiGo,Chennai,Kolkata,140,0,No info,6482,35,7.0,5,15,6,3
Jet Airways,Banglore,New Delhi,380,1,No info,26890,15,15.0,8,55,1,3
IndiGo,Kolkata,Banglore,265,1,No info,3717,45,23.0,19,20,18,5
IndiGo,Chennai,Kolkata,140,0,No info,3597,35,15.0,13,15,1,6
Air India,Banglore,New Delhi,665,2,No info,10846,10,22.0,11,5,18,3
Air India,Banglore,New Delhi,1015,1,No info,14069,45,22.0,5,50,1,3
Jet Airways,Delhi,Cochin,825,1,In-flight meal not included,5177,35,12.0,22,50,1,4
Air India,Delhi,Cochin,1545,2,No info,14641,40,7.0,5,55,6,3
IndiGo,Delhi,Cochin,835,1,No info,6442,30,22.0,8,35,6,6
Air India,Delhi,Cochin,315,1,No info,5704,0,23.0,17,45,21,3
Jet Airways,Kolkata,Banglore,1155,1,In-flight meal not included,9663,20,9.0,14,5,6,5
Jet Airways,Delhi,Cochin,450,1,No info,14714,25,4.0,20,55,6,6
Jet Airways,Delhi,Cochin,540,1,In-flight meal not included,5406,0,19.0,10,0,1,4
Vistara,Kolkata,Banglore,1440,1,No info,8610,20,20.0,20,20,15,5
Jet Airways,Delhi,Cochin,1090,2,No info,14237,35,12.0,18,25,12,6
IndiGo,Banglore,Delhi,175,0,No info,4823,5,10.0,7,10,9,6
IndiGo,Mumbai,Hyderabad,90,0,No info,2227,35,21.0,20,5,27,3
Jet Airways,Delhi,Cochin,1280,1,In-flight meal not included,12373,25,4.0,7,5,18,5
Air India,Delhi,Cochin,375,1,No info,8372,15,19.0,13,0,6,6
Jet Airways,Delhi,Cochin,870,1,No info,17024,25,4.0,13,55,3,3
Air India,Mumbai,Hyderabad,80,0,No info,3100,25,22.0,21,5,27,5
Jet Airways,Delhi,Cochin,775,1,In-flight meal not included,14053,45,19.0,6,50,9,3
IndiGo,Chennai,Kolkata,145,0,No info,3540,40,7.0,5,15,9,5
Vistara,Kolkata,Banglore,1350,1,No info,9345,50,18.0,20,20,21,5
Jet Airways,Delhi,Cochin,1375,2,In-flight meal not included,10368,25,4.0,5,30,1,6
Jet Airways,Banglore,New Delhi,325,1,No info,26890,25,12.0,7,0,1,3
SpiceJet,Mumbai,Hyderabad,85,0,No info,5755,15,10.0,8,50,9,3
Jet Airways,Banglore,New Delhi,435,1,In-flight meal not included,7832,10,16.0,8,55,21,3
Jet Airways,Kolkata,Banglore,740,1,No info,14388,45,20.0,8,25,6,5
Air India,Delhi,Cochin,1210,2,No info,8839,25,9.0,13,15,27,6
Air India,Delhi,Cochin,1275,2,No info,22096,15,19.0,22,0,3,3
Vistara,Chennai,Kolkata,135,0,No info,3687,20,9.0,7,5,27,5
Multiple carriers,Delhi,Cochin,630,1,No info,9627,0,19.0,8,30,15,5
Multiple carriers,Delhi,Cochin,845,1,No info,13542,35,1.0,11,30,21,3
IndiGo,Banglore,Delhi,170,0,No info,4423,50,6.0,4,0,27,4
IndiGo,Delhi,Cochin,985,2,No info,8899,20,21.0,4,55,3,3
SpiceJet,Delhi,Cochin,315,1,No info,5583,20,11.0,6,5,21,4
Air Asia,Delhi,Cochin,830,1,No info,6752,35,6.0,16,45,27,5
SpiceJet,Chennai,Kolkata,135,0,No check-in baggage included,3543,35,10.0,8,20,21,5
Jet Airways,Banglore,New Delhi,435,1,In-flight meal not included,7832,15,15.0,8,0,21,3
Air India,Kolkata,Banglore,1625,2,No info,10991,55,8.0,5,50,1,5
Jet Airways,Delhi,Cochin,1655,1,In-flight meal not included,12898,35,12.0,9,0,27,5
Jet Airways,Delhi,Cochin,300,1,In-flight meal not included,12898,0,19.0,14,0,27,5
GoAir,Banglore,Delhi,170,0,No info,3398,30,14.0,11,40,24,5
Air India,Delhi,Cochin,170,0,No info,5201,0,8.0,5,10,24,4
Air India,Kolkata,Banglore,920,2,No info,13873,20,1.0,10,0,6,5
Air India,Delhi,Cochin,320,1,No info,7384,0,23.0,17,40,15,6
Jet Airways,Delhi,Cochin,610,1,In-flight meal not included,10262,25,4.0,18,15,6,6
Jet Airways,Kolkata,Banglore,1655,1,In-flight meal not included,10031,0,12.0,8,25,24,3
Jet Airways,Kolkata,Banglore,575,1,In-flight meal not included,12384,10,19.0,9,35,6,5
Jet Airways,Kolkata,Banglore,1690,1,In-flight meal not included,7757,15,18.0,14,5,9,5
Jet Airways,Banglore,New Delhi,840,1,No info,17261,25,11.0,21,25,6,3
SpiceJet,Chennai,Kolkata,155,0,No info,7298,5,12.0,9,30,1,3
Jet Airways,Banglore,Delhi,175,0,No info,7229,10,18.0,15,15,6,4
IndiGo,Kolkata,Banglore,155,0,No info,4174,15,7.0,4,40,1,4
IndiGo,Kolkata,Banglore,280,1,No info,5699,15,22.0,17,35,18,5
Air India,Kolkata,Banglore,150,0,No info,4880,45,16.0,14,15,24,4
Air India,Delhi,Cochin,675,1,No info,15284,15,19.0,8,0,6,3
Jet Airways,Kolkata,Banglore,475,1,No info,13759,20,16.0,8,25,24,3
Vistara,Kolkata,Banglore,530,1,No info,16092,45,18.0,9,55,24,3
IndiGo,Mumbai,Hyderabad,85,0,No info,4392,45,7.0,6,20,9,3
Jet Airways,Delhi,Cochin,940,1,In-flight meal not included,10262,35,12.0,20,55,24,6
SpiceJet,Kolkata,Banglore,155,0,No check-in baggage included,3841,30,9.0,6,55,12,6
GoAir,Banglore,Delhi,175,0,No info,5048,40,10.0,7,45,1,6
Air India,Kolkata,Banglore,805,1,No info,11096,25,20.0,7,0,21,5
IndiGo,Delhi,Cochin,275,1,No info,5073,10,12.0,7,35,24,4
Jet Airways,Delhi,Cochin,1110,1,No info,19828,25,4.0,9,55,3,3
Vistara,Chennai,Kolkata,135,0,No info,3739,20,9.0,7,5,21,3
Air India,Delhi,Cochin,2295,2,No info,10598,15,19.0,5,0,9,3
Jet Airways,Banglore,Delhi,185,0,In-flight meal not included,7229,0,22.0,18,55,15,6
Vistara,Kolkata,Banglore,1550,1,No info,8610,50,18.0,17,0,1,4
Vistara,Delhi,Cochin,190,0,No info,6216,50,17.0,14,40,9,5
Air India,Banglore,Delhi,170,0,No info,6961,10,16.0,13,20,9,6
Jet Airways,Kolkata,Banglore,690,1,In-flight meal not included,10703,5,21.0,9,35,6,5
Jet Airways,Kolkata,Banglore,395,1,No info,14151,35,23.0,17,0,15,5
Jet Airways,Kolkata,Banglore,1655,1,In-flight meal not included,8586,5,10.0,6,30,9,5
IndiGo,Kolkata,Banglore,155,0,No info,4488,55,22.0,20,20,12,4
Multiple carriers,Delhi,Cochin,450,1,No info,7408,30,1.0,18,0,15,6
Jet Airways,Delhi,Cochin,195,0,In-flight meal not included,5443,15,14.0,11,0,18,4
Jet Airways,Kolkata,Banglore,575,1,In-flight meal not included,10539,10,19.0,9,35,12,6
Multiple carriers,Delhi,Cochin,750,1,No info,7723,30,1.0,13,0,1,6
Multiple carriers,Delhi,Cochin,680,1,No info,15411,50,18.0,7,30,6,3
Jet Airways,Banglore,Delhi,180,0,No info,7229,10,10.0,7,10,21,5
IndiGo,Kolkata,Banglore,155,0,No info,4804,55,22.0,20,20,21,6
Jet Airways,Mumbai,Hyderabad,90,0,In-flight meal not included,4050,25,4.0,2,55,3,3
Jet Airways,Kolkata,Banglore,1570,1,No info,14151,10,19.0,17,0,18,5
SpiceJet,Delhi,Cochin,295,1,No info,4957,50,22.0,17,55,6,4
Air India,Banglore,New Delhi,165,0,No info,7591,55,23.0,21,10,3,3
Jet Airways,Kolkata,Banglore,520,1,In-flight meal not included,11134,35,22.0,13,55,24,3
IndiGo,Delhi,Cochin,425,1,No info,6600,10,12.0,5,5,27,5
Air India,Banglore,New Delhi,165,0,No info,4966,55,23.0,21,10,9,3
Air India,Delhi,Cochin,1490,2,No info,15481,40,7.0,6,50,1,6
SpiceJet,Kolkata,Banglore,140,0,No info,5515,40,0.0,22,20,1,3
Jet Airways,Delhi,Cochin,660,1,No info,14714,0,19.0,8,0,15,6
GoAir,Delhi,Cochin,540,1,No info,4959,35,19.0,10,35,15,6
Jet Airways,Banglore,Delhi,175,0,No info,7229,5,14.0,11,10,21,4
Air India,Delhi,Cochin,185,0,No info,6094,10,21.0,18,5,15,5
Air Asia,Kolkata,Banglore,155,0,No info,4409,55,12.0,10,20,24,4
Multiple carriers,Delhi,Cochin,780,1,No info,9794,0,19.0,6,0,18,5
Jet Airways,Mumbai,Hyderabad,85,0,No info,5678,20,4.0,2,55,3,4
IndiGo,Delhi,Cochin,455,1,No info,6442,10,16.0,8,35,15,6
Vistara,Banglore,Delhi,160,0,No info,4878,40,9.0,7,0,18,5
Jet Airways,Kolkata,Banglore,775,1,In-flight meal not included,12446,5,10.0,21,10,24,3
Jet Airways,Delhi,Cochin,1760,2,No info,16704,25,4.0,23,5,9,5
Jet Airways,Banglore,New Delhi,300,1,In-flight meal not included,9134,45,10.0,5,45,15,3
Jet Airways,Kolkata,Banglore,520,1,In-flight meal not included,8586,40,4.0,20,0,15,5
Jet Airways,Banglore,Delhi,180,0,In-flight meal not included,7229,10,10.0,7,10,1,6
Jet Airways,Banglore,Delhi,180,0,In-flight meal not included,6144,10,10.0,7,10,21,4
Air India,Banglore,Delhi,165,0,No info,6961,45,12.0,10,0,18,5
Jet Airways,Kolkata,Banglore,730,1,In-flight meal not included,10844,40,4.0,16,30,9,5
IndiGo,Chennai,Kolkata,140,0,No info,3597,55,21.0,19,35,21,5
SpiceJet,Banglore,New Delhi,475,1,No info,7139,15,18.0,10,20,21,3
Air India,Mumbai,Hyderabad,1775,2,No info,25139,15,15.0,9,40,6,3
Jet Airways,Delhi,Cochin,1615,2,In-flight meal not included,10368,35,12.0,9,40,1,6
Air India,Delhi,Cochin,765,1,No info,5117,25,9.0,20,40,6,4
Multiple carriers,Delhi,Cochin,455,1,No info,9211,15,19.0,11,40,18,5
SpiceJet,Kolkata,Banglore,150,0,No info,4174,40,19.0,17,10,15,4
Multiple carriers,Delhi,Cochin,705,1,No info,10786,15,19.0,7,30,27,5
Jet Airways,Banglore,New Delhi,1420,1,In-flight meal not included,9134,40,7.0,8,0,15,3
Jet Airways,Delhi,Cochin,830,2,No info,13376,25,4.0,14,35,1,6
Air India,Banglore,New Delhi,770,1,No info,6955,50,10.0,22,0,21,3
Jet Airways,Kolkata,Banglore,590,1,In-flight meal not included,10844,15,18.0,8,25,9,5
Air Asia,Kolkata,Banglore,150,0,No info,3807,25,22.0,19,55,1,4
Jet Airways,Kolkata,Banglore,1315,1,In-flight meal not included,9663,0,12.0,14,5,1,5
Jet Airways,Delhi,Cochin,1570,1,In-flight meal not included,12373,25,4.0,2,15,9,5
SpiceJet,Banglore,Delhi,175,0,No info,4991,5,0.0,21,10,1,5
Air India,Delhi,Cochin,1215,1,No info,6745,15,19.0,23,0,21,3
Jet Airways,Delhi,Cochin,1210,1,In-flight meal not included,10262,0,19.0,22,50,15,6
Jet Airways,Delhi,Cochin,655,1,In-flight meal not included,6540,25,4.0,17,30,27,3
SpiceJet,Kolkata,Banglore,150,0,No info,3873,40,19.0,17,10,6,4
Jet Airways,Delhi,Cochin,1270,1,No info,15554,0,19.0,21,50,9,5
IndiGo,Kolkata,Banglore,155,0,No info,4804,55,22.0,20,20,27,5
Jet Airways,Delhi,Cochin,1240,1,In-flight meal not included,7438,45,19.0,23,5,27,3
Air Asia,Banglore,Delhi,170,0,No info,6181,45,7.0,4,55,3,5
Multiple carriers,Delhi,Cochin,390,1,No info,9424,30,1.0,19,0,1,5
Air India,Banglore,New Delhi,1800,2,No info,12725,25,23.0,17,25,12,3
Air India,Banglore,New Delhi,790,1,No info,6046,25,21.0,8,15,15,3
SpiceJet,Banglore,Delhi,175,0,No info,3971,5,0.0,21,10,15,6
Jet Airways,Kolkata,Banglore,1080,1,No info,12692,25,14.0,20,25,6,6
IndiGo,Delhi,Cochin,480,1,No info,7451,20,22.0,14,20,6,3
Jet Airways,Banglore,New Delhi,525,1,No info,13817,40,7.0,22,55,12,3
Jet Airways,Kolkata,Banglore,750,1,In-flight meal not included,10703,5,22.0,9,35,6,5
Jet Airways,Banglore,New Delhi,800,1,No info,13817,45,10.0,21,25,12,3
Jet Airways,Banglore,New Delhi,370,1,No info,27210,5,5.0,22,55,15,3
Jet Airways,Kolkata,Banglore,450,1,No info,13941,40,4.0,21,10,18,5
Air India,Banglore,New Delhi,1155,1,No info,10246,15,12.0,17,0,1,3
IndiGo,Kolkata,Banglore,155,0,No info,4804,50,19.0,17,15,6,5
Air Asia,Kolkata,Banglore,720,1,No info,6810,40,10.0,22,40,6,6
Jet Airways,Banglore,Delhi,180,0,In-flight meal not included,5198,20,11.0,8,20,1,5
Vistara,Banglore,Delhi,170,0,No info,5613,50,23.0,21,0,3,5
IndiGo,Mumbai,Hyderabad,85,0,No info,4784,45,22.0,21,20,3,3
Jet Airways,Delhi,Cochin,1385,1,In-flight meal not included,5406,50,18.0,19,45,21,3
Air India,Banglore,Delhi,170,0,No info,5228,10,16.0,13,20,27,4
Jet Airways,Delhi,Cochin,1325,1,In-flight meal not included,12898,0,19.0,20,55,27,5
Air India,Chennai,Kolkata,135,0,No info,4667,55,13.0,11,40,15,6
Jet Airways,Kolkata,Banglore,345,1,No info,14781,50,19.0,14,5,21,5
Vistara,Banglore,Delhi,170,0,No info,5403,35,12.0,9,45,21,4
Jet Airways,Kolkata,Banglore,570,1,In-flight meal not included,9899,35,23.0,14,5,12,6
Jet Airways,Delhi,Cochin,535,2,In-flight meal not included,13029,25,4.0,19,30,21,5
Vistara,Kolkata,Banglore,1065,1,No info,9187,45,10.0,17,0,18,5
IndiGo,Banglore,Delhi,170,0,No info,4823,50,22.0,20,0,24,5
Air India,Delhi,Cochin,1305,2,No info,8665,15,19.0,21,30,27,3
IndiGo,Delhi,Cochin,755,1,No info,14871,0,21.0,8,25,6,3
IndiGo,Mumbai,Hyderabad,90,0,No info,4049,55,7.0,6,25,21,6
Air India,Chennai,Kolkata,135,0,No info,4667,55,13.0,11,40,12,6
IndiGo,Kolkata,Banglore,235,1,No info,4226,50,23.0,19,55,9,4
Air India,Banglore,New Delhi,165,0,No info,7591,55,8.0,6,10,3,3
Jet Airways,Banglore,New Delhi,450,1,No info,19225,15,13.0,5,45,6,3
Jet Airways,Delhi,Cochin,1040,1,In-flight meal not included,12898,35,12.0,19,15,27,5
