,Airline,Date_of_Journey,Source,Destination,Route,Duration,Total_Stops,Additional_Info,Price,Arr_Time_Min,Arr_Time_Hour,Dep_Time_Hour,Dep_Time_Min
238,IndiGo,15/03/2019,Banglore,New Delhi,BLR → DEL,175,0,No info,8855,20,21.0,18,25
239,Multiple carriers,24/06/2019,Delhi,Cochin,DEL → BOM → COK,615,1,No info,12524,0,19.0,8,45
240,Jet Airways,18/03/2019,Banglore,New Delhi,BLR → BOM → DEL,520,1,No info,13555,20,20.0,11,40
241,Jet Airways,6/06/2019,Kolkata,Banglore,CCU → BOM → BLR,330,1,In-flight meal not included,10844,0,12.0,6,30
242,Multiple carriers,9/06/2019,Delhi,Cochin,DEL → BOM → COK,720,1,No info,13587,0,21.0,9,0
243,SpiceJet,12/06/2019,Chennai,Kolkata,MAA → CCU,135,0,No check-in baggage included,3543,0,12.0,9,45
244,Vistara,18/03/2019,Chennai,Kolkata,MAA → CCU,135,0,No info,4842,20,9.0,7,5
245,IndiGo,24/04/2019,Banglore,Delhi,BLR → DEL,170,0,No info,3943,20,2.0,23,30
246,Jet Airways,9/06/2019,Delhi,Cochin,DEL → BOM → COK,550,1,In-flight meal not included,10577,25,4.0,19,15
247,IndiGo,15/05/2019,Delhi,Cochin,DEL → BOM → COK,625,1,No info,6979,0,21.0,10,35
248,Vistara,27/06/2019,Chennai,Kolkata,MAA → CCU,140,0,No info,11982,5,20.0,17,45
249,SpiceJet,6/06/2019,Delhi,Cochin,DEL → PNQ → COK,270,1,No info,5264,15,13.0,8,45
250,Vistara,3/03/2019,Delhi,Cochin,DEL → COK,190,0,No info,8001,10,9.0,6,0
251,Air India,1/06/2019,Delhi,Cochin,DEL → AMD → BOM → COK,1410,2,No info,10651,15,19.0,19,45
252,Jet Airways,24/05/2019,Kolkata,Banglore,CCU → BOM → BLR,1640,1,In-flight meal not included,10844,50,19.0,16,30
253,Multiple carriers,27/03/2019,Delhi,Cochin,DEL → HYD → COK,755,1,No info,6601,20,22.0,9,45
254,Air India,21/03/2019,Delhi,Cochin,DEL → BOM → COK,1455,1,No info,6587,15,19.0,19,0
255,SpiceJet,21/03/2019,Mumbai,Hyderabad,BOM → HYD,80,0,No info,3173,30,14.0,13,10
256,Air India,9/05/2019,Banglore,Delhi,BLR → DEL,165,0,No info,5228,45,12.0,10,0
257,Jet Airways,21/06/2019,Banglore,Delhi,BLR → DEL,180,0,In-flight meal not included,5769,10,10.0,7,10
258,Jet Airways,6/06/2019,Delhi,Cochin,DEL → BOM → COK,660,1,No info,14714,0,19.0,8,0
259,Jet Airways,3/06/2019,Delhi,Cochin,DEL → JAI → BOM → COK,810,2,No info,13014,0,19.0,5,30
260,IndiGo,3/06/2019,Banglore,Delhi,BLR → DEL,170,0,No info,3359,0,1.0,22,10
261,GoAir,03/03/2019,Banglore,New Delhi,BLR → DEL,175,0,No info,6722,50,23.0,20,55
262,IndiGo,18/03/2019,Kolkata,Banglore,CCU → BLR,165,0,No info,4462,20,12.0,9,35
263,IndiGo,9/03/2019,Delhi,Cochin,DEL → HYD → COK,675,1,No info,6171,10,16.0,4,55
264,Air India,21/05/2019,Kolkata,Banglore,CCU → IXR → DEL → BLR,875,2,No info,12303,25,20.0,5,50
265,Multiple carriers,21/03/2019,Delhi,Cochin,DEL → BOM → COK,835,1,No info,7695,35,1.0,11,40
266,IndiGo,24/06/2019,Delhi,Cochin,DEL → BOM → COK,845,1,No info,5684,30,1.0,11,25
267,Air India,12/06/2019,Kolkata,Banglore,CCU → BOM → BLR,905,1,No info,8366,55,7.0,16,50
268,Air India,1/03/2019,Chennai,Kolkata,MAA → CCU,135,0,No info,19630,55,13.0,11,40
269,Jet Airways,06/03/2019,Banglore,New Delhi,BLR → BOM → DEL,900,1,In-flight meal not included,13502,5,5.0,14,5
270,Jet Airways,1/05/2019,Kolkata,Banglore,CCU → BOM → BLR,775,1,No info,14781,5,10.0,21,10
271,Multiple carriers,12/06/2019,Delhi,Cochin,DEL → HYD → COK,540,1,No info,6513,10,16.0,7,10
272,Air India,1/06/2019,Delhi,Cochin,DEL → BOM → COK,735,1,No info,9929,15,19.0,7,0
273,Multiple carriers,6/06/2019,Delhi,Cochin,DEL → IXU → BOM → COK,460,2,No info,18275,30,1.0,17,50
274,Air India,9/04/2019,Delhi,Cochin,DEL → MAA → COK,1640,1,No info,4487,25,9.0,6,5
275,IndiGo,15/03/2019,Mumbai,Hyderabad,BOM → HYD,85,0,No info,2754,45,22.0,21,20
276,Air India,27/03/2019,Mumbai,Hyderabad,BOM → HYD,80,0,No info,2575,40,7.0,6,20
277,SpiceJet,12/06/2019,Kolkata,Banglore,CCU → IXB → BLR,330,1,No info,8224,25,21.0,15,55
278,Air India,9/03/2019,Delhi,Cochin,DEL → BLR → COK,705,1,No info,8991,15,8.0,20,30
279,IndiGo,24/06/2019,Delhi,Cochin,DEL → COK,195,0,No info,5000,50,8.0,5,35
280,Jet Airways,12/06/2019,Kolkata,Banglore,CCU → BOM → BLR,1495,1,In-flight meal not included,8529,50,19.0,18,55
281,Air India,3/03/2019,Delhi,Cochin,DEL → MAA → COK,1640,1,No info,14042,25,9.0,6,5
282,Jet Airways,24/05/2019,Banglore,Delhi,BLR → DEL,175,0,In-flight meal not included,4030,5,14.0,11,10
283,Jet Airways,6/06/2019,Kolkata,Banglore,CCU → BOM → BLR,1025,1,In-flight meal not included,10844,0,12.0,18,55
284,IndiGo,6/05/2019,Kolkata,Banglore,CCU → BLR,160,0,No info,4804,5,0.0,21,25
285,Multiple carriers,27/05/2019,Delhi,Cochin,DEL → BOM → COK,480,1,In-flight meal not included,7308,30,1.0,17,30
286,IndiGo,12/05/2019,Banglore,Delhi,BLR → DEL,180,0,No info,4823,55,19.0,16,55
287,Jet Airways,24/06/2019,Delhi,Cochin,DEL → BOM → COK,1655,1,In-flight meal not included,10262,35,12.0,9,0
288,Jet Airways,27/05/2019,Delhi,Cochin,DEL → BOM → COK,450,1,In-flight meal not included,12898,25,4.0,20,55
289,Air India,12/03/2019,Banglore,New Delhi,BLR → BOM → JDH → DEL,1375,2,No info,12778,20,16.0,17,25
290,IndiGo,3/03/2019,Delhi,Cochin,DEL → BOM → COK,515,1,No info,14871,20,13.0,4,45
291,Air India,21/03/2019,Delhi,Cochin,DEL → UDR → BOM → COK,1795,2,No info,8708,15,19.0,13,20
292,Jet Airways,6/06/2019,Kolkata,Banglore,CCU → BOM → BLR,1335,1,In-flight meal not included,10844,15,18.0,20,0
293,SpiceJet,6/03/2019,Mumbai,Hyderabad,BOM → HYD,80,0,No info,4129,5,7.0,5,45
294,IndiGo,18/05/2019,Kolkata,Banglore,CCU → BLR,160,0,No info,4804,5,0.0,21,25
295,Jet Airways,6/05/2019,Banglore,Delhi,BLR → DEL,180,0,No info,7229,20,11.0,8,20
296,Jet Airways,21/03/2019,Banglore,New Delhi,BLR → BOM → DEL,730,1,In-flight meal not included,7832,10,19.0,7,0
297,SpiceJet,18/03/2019,Chennai,Kolkata,MAA → CCU,155,0,No info,3859,5,12.0,9,30
298,Multiple carriers,6/06/2019,Delhi,Cochin,DEL → BOM → COK,705,1,No info,9001,15,19.0,7,30
299,Vistara,9/05/2019,Banglore,Delhi,BLR → DEL,155,0,No info,4878,35,19.0,17,0
300,IndiGo,3/05/2019,Mumbai,Hyderabad,BOM → HYD,90,0,No info,2754,5,4.0,2,35
301,Vistara,27/06/2019,Banglore,Delhi,BLR → DEL,160,0,No info,4668,40,9.0,7,0
302,Air Asia,12/05/2019,Kolkata,Banglore,CCU → BLR,155,0,No info,5216,55,12.0,10,20
303,Jet Airways,6/06/2019,Delhi,Cochin,DEL → JAI → BOM → COK,1375,2,In-flight meal not included,10368,25,4.0,5,30
304,IndiGo,9/03/2019,Delhi,Cochin,DEL → HYD → MAA → COK,880,2,No info,8146,20,21.0,6,40
305,Jet Airways,27/03/2019,Delhi,Cochin,DEL → BOM → COK,925,1,No info,12242,25,4.0,13,0
306,Jet Airways,15/03/2019,Banglore,New Delhi,BLR → BOM → DEL,435,1,In-flight meal not included,9134,15,15.0,8,0
307,Air India,6/06/2019,Delhi,Cochin,DEL → HYD → MAA → COK,1210,2,No info,10939,25,9.0,13,15
308,Air India,6/06/2019,Delhi,Cochin,DEL → GOI → BOM → COK,1245,2,No info,11753,40,7.0,10,55
309,SpiceJet,24/04/2019,Kolkata,Banglore,CCU → BLR,150,0,No info,4174,40,19.0,17,10
310,Jet Airways,21/05/2019,Kolkata,Banglore,CCU → BOM → BLR,1430,1,In-flight meal not included,10844,50,19.0,20,0
311,Jet Airways,3/06/2019,Delhi,Cochin,DEL → BOM → COK,1620,1,No info,14714,0,19.0,16,0
312,Jet Airways,12/06/2019,Kolkata,Banglore,CCU → BOM → BLR,330,1,In-flight meal not included,9899,0,12.0,6,30
313,IndiGo,3/03/2019,Delhi,Cochin,DEL → BOM → COK,710,1,No info,14871,0,21.0,9,10
314,IndiGo,6/03/2019,Chennai,Kolkata,MAA → CCU,135,0,No info,7295,35,15.0,13,20
315,Air India,6/06/2019,Delhi,Cochin,DEL → JAI → BOM → COK,1470,2,No info,13465,15,19.0,18,45
316,SpiceJet,21/05/2019,Chennai,Kolkata,MAA → CCU,140,0,No check-in baggage included,3543,5,20.0,17,45
317,Multiple carriers,27/06/2019,Delhi,Cochin,DEL → BOM → COK,390,1,No info,7198,30,1.0,19,0
318,Jet Airways,1/06/2019,Delhi,Cochin,DEL → BOM → COK,1225,1,In-flight meal not included,10262,25,4.0,8,0
319,IndiGo,15/03/2019,Kolkata,Banglore,CCU → BLR,155,0,No info,4148,55,17.0,15,20
320,Jet Airways,27/06/2019,Banglore,Delhi,BLR → DEL,175,0,No info,8016,10,18.0,15,15
321,Jet Airways,9/06/2019,Delhi,Cochin,DEL → BOM → COK,335,1,In-flight meal not included,10262,25,4.0,22,50
322,SpiceJet,15/06/2019,Kolkata,Banglore,CCU → BLR,150,0,No check-in baggage included,3841,25,17.0,14,55
323,Jet Airways,12/03/2019,Banglore,New Delhi,BLR → MAA → DEL,885,1,No info,11507,30,0.0,9,45
324,Jet Airways,1/05/2019,Kolkata,Banglore,CCU → BOM → BLR,740,1,No info,14781,45,20.0,8,25
325,Jet Airways,27/05/2019,Delhi,Cochin,DEL → BOM → COK,1530,1,No info,16079,0,19.0,17,30
326,Jet Airways,27/05/2019,Delhi,Cochin,DEL → BOM → COK,335,1,In-flight meal not included,12898,25,4.0,22,50
327,Multiple carriers,6/03/2019,Delhi,Cochin,DEL → BOM → COK,705,1,No info,15353,15,19.0,7,30
328,IndiGo,24/03/2019,Banglore,New Delhi,BLR → DEL,175,0,No info,7303,20,21.0,18,25
329,SpiceJet,24/03/2019,Kolkata,Banglore,CCU → MAA → BLR,340,1,No info,6197,45,20.0,15,5
330,Air India,9/06/2019,Kolkata,Banglore,CCU → BBI → BLR,245,1,No info,8996,15,13.0,9,10
331,IndiGo,21/03/2019,Delhi,Cochin,DEL → HYD → COK,480,1,No info,6528,20,22.0,14,20
332,GoAir,9/04/2019,Banglore,Delhi,BLR → DEL,165,0,No info,4239,40,23.0,20,55
333,IndiGo,12/03/2019,Kolkata,Banglore,CCU → BLR,160,0,No info,4148,5,23.0,20,25
334,SpiceJet,24/05/2019,Banglore,Delhi,BLR → DEL,175,0,No info,3971,5,0.0,21,10
335,Air Asia,6/05/2019,Kolkata,Banglore,CCU → DEL → BLR,955,1,No info,5192,30,23.0,7,35
336,Jet Airways,9/04/2019,Delhi,Cochin,DEL → AMD → BOM → COK,1390,2,No info,9483,35,12.0,13,25
337,Jet Airways,3/06/2019,Delhi,Cochin,DEL → JDH → BOM → COK,440,2,No info,18804,0,19.0,11,40
338,Air India,18/06/2019,Delhi,Cochin,DEL → COK,170,0,No info,5201,0,8.0,5,10
339,Jet Airways,27/05/2019,Delhi,Cochin,DEL → BOM → COK,450,1,No info,16079,0,19.0,11,30
340,Jet Airways,15/06/2019,Banglore,Delhi,BLR → DEL,180,0,In-flight meal not included,7229,50,22.0,19,50
341,Multiple carriers,27/05/2019,Delhi,Cochin,DEL → BOM → COK,465,1,No info,6795,30,1.0,17,45
342,Jet Airways,9/05/2019,Kolkata,Banglore,CCU → DEL → BLR,1520,1,No info,10953,55,10.0,9,35
343,Multiple carriers,24/06/2019,Delhi,Cochin,DEL → IDR → BOM → COK,625,2,No info,15965,30,1.0,15,5
344,Air India,9/04/2019,Delhi,Cochin,DEL → JDH → BOM → COK,1820,2,No info,9968,15,19.0,12,55
345,IndiGo,6/06/2019,Kolkata,Banglore,CCU → BLR,155,0,No info,4804,50,0.0,22,15
346,Jet Airways,27/05/2019,Delhi,Cochin,DEL → BOM → COK,540,1,No info,16079,0,19.0,10,0
347,Jet Airways,12/06/2019,Delhi,Cochin,DEL → IDR → BOM → COK,910,2,In-flight meal not included,11507,35,12.0,21,25
348,Air India,9/06/2019,Kolkata,Banglore,CCU → BOM → COK → BLR,1700,2,No info,11542,45,13.0,9,25
349,Jet Airways,24/04/2019,Banglore,Delhi,BLR → DEL,180,0,No info,7229,45,20.0,17,45
350,Jet Airways,27/04/2019,Banglore,Delhi,BLR → DEL,165,0,In-flight meal not included,4544,45,8.0,6,0
351,IndiGo,15/05/2019,Delhi,Cochin,DEL → BLR → COK,295,1,No info,6496,5,10.0,5,10
352,IndiGo,15/06/2019,Kolkata,Banglore,CCU → BLR,160,0,No info,4804,5,0.0,21,25
353,Air India,01/03/2019,Banglore,New Delhi,BLR → CCU → DEL,1330,1,No info,13439,15,9.0,11,5
354,Jet Airways,27/03/2019,Delhi,Cochin,DEL → BOM → COK,610,1,In-flight meal not included,6540,25,4.0,18,15
355,IndiGo,1/06/2019,Banglore,Delhi,BLR → DEL,170,0,No info,4591,20,2.0,23,30
356,IndiGo,18/03/2019,Banglore,New Delhi,BLR → HYD → DEL,260,1,No info,4437,35,20.0,16,15
357,Air Asia,21/03/2019,Delhi,Cochin,DEL → BLR → COK,660,1,No info,6151,10,7.0,20,10
358,Jet Airways,21/06/2019,Banglore,Delhi,BLR → DEL,180,0,In-flight meal not included,7754,45,20.0,17,45
359,Jet Airways,24/06/2019,Delhi,Cochin,DEL → BOM → COK,1355,1,In-flight meal not included,10262,35,12.0,14,0
360,Jet Airways,9/06/2019,Banglore,Delhi,BLR → DEL,185,0,No info,8016,0,22.0,18,55
361,SpiceJet,24/03/2019,Kolkata,Banglore,CCU → BLR,160,0,No check-in baggage included,4781,35,9.0,6,55
362,Vistara,27/06/2019,Banglore,Delhi,BLR → DEL,170,0,No info,4668,20,14.0,11,30
363,Air India,06/03/2019,Banglore,New Delhi,BLR → MAA → DEL,1265,1,No info,14594,55,8.0,11,50
364,Jet Airways,24/03/2019,Kolkata,Banglore,CCU → BOM → BLR,710,1,No info,14231,45,4.0,16,55
365,Air India,15/05/2019,Delhi,Cochin,DEL → TRV → COK,1535,1,No info,8425,50,6.0,5,15
366,Multiple carriers,12/06/2019,Delhi,Cochin,DEL → HYD → COK,925,1,No info,9646,30,22.0,7,5
367,IndiGo,3/03/2019,Chennai,Kolkata,MAA → CCU,145,0,No info,7295,5,17.0,14,40
368,Air Asia,9/04/2019,Kolkata,Banglore,CCU → BBI → BLR,220,1,No info,5162,30,10.0,6,50
369,IndiGo,09/03/2019,Banglore,New Delhi,BLR → DEL,175,0,No info,6860,20,21.0,18,25
370,Vistara,15/04/2019,Delhi,Cochin,DEL → COK,190,0,No info,6216,10,9.0,6,0
371,Air Asia,24/05/2019,Kolkata,Banglore,CCU → DEL → BLR,710,1,No info,5192,25,19.0,7,35
372,IndiGo,9/04/2019,Banglore,Delhi,BLR → DEL,170,0,No info,4823,50,22.0,20,0
373,SpiceJet,3/04/2019,Banglore,Delhi,BLR → DEL,170,0,No check-in baggage included,3919,20,12.0,9,30
374,IndiGo,3/06/2019,Mumbai,Hyderabad,BOM → HYD,90,0,No info,2754,35,20.0,19,5
375,Multiple carriers,9/05/2019,Delhi,Cochin,DEL → BOM → COK,690,1,No info,9315,0,19.0,7,30
376,Multiple carriers,27/03/2019,Delhi,Cochin,DEL → BOM → COK,530,1,No info,11667,50,18.0,10,0
377,Jet Airways,12/06/2019,Kolkata,Banglore,CCU → BOM → BLR,1215,1,In-flight meal not included,6224,40,4.0,8,25
378,Air India,24/03/2019,Kolkata,Banglore,CCU → BOM → GOI → BLR,1210,2,No info,13349,35,5.0,9,25
379,Jet Airways,18/03/2019,Banglore,New Delhi,BLR → BOM → DEL,965,1,In-flight meal not included,11087,0,9.0,16,55
380,Multiple carriers,6/03/2019,Delhi,Cochin,DEL → BOM → COK,755,1,No info,15603,35,1.0,13,0
381,Jet Airways,9/05/2019,Delhi,Cochin,DEL → JAI → BOM → COK,1025,2,No info,15129,35,12.0,19,30
382,IndiGo,9/04/2019,Banglore,Delhi,BLR → DEL,180,0,No info,4823,55,19.0,16,55
383,Vistara,1/05/2019,Kolkata,Banglore,CCU → DEL → BLR,930,1,No info,8452,40,22.0,7,10
384,Multiple carriers,6/06/2019,Delhi,Cochin,DEL → BOM → COK,690,1,No info,12524,0,19.0,7,30
385,SpiceJet,27/03/2019,Chennai,Kolkata,MAA → CCU,140,0,No info,3384,5,20.0,17,45
386,Jet Airways,1/06/2019,Delhi,Cochin,DEL → BOM → COK,1425,1,In-flight meal not included,10262,0,19.0,19,15
387,SpiceJet,18/06/2019,Mumbai,Hyderabad,BOM → HYD,90,0,No check-in baggage included,1965,45,14.0,13,15
388,IndiGo,18/05/2019,Kolkata,Banglore,CCU → BLR,155,0,No info,4804,50,0.0,22,15
389,Jet Airways,27/05/2019,Delhi,Cochin,DEL → BOM → COK,1485,1,No info,16079,0,19.0,18,15
390,Jet Airways,1/06/2019,Delhi,Cochin,DEL → IDR → BOM → COK,1295,2,No info,13292,0,19.0,21,25
391,Air Asia,9/05/2019,Delhi,Cochin,DEL → BLR → COK,330,1,No info,6751,25,13.0,7,55
392,Air India,15/05/2019,Delhi,Cochin,DEL → BOM → COK,735,1,No info,8669,15,19.0,7,0
393,IndiGo,3/03/2019,Delhi,Cochin,DEL → BOM → COK,485,1,No info,14871,35,1.0,17,30
394,Jet Airways,21/05/2019,Delhi,Cochin,DEL → BOM → COK,300,1,In-flight meal not included,12898,0,19.0,14,0
395,SpiceJet,6/06/2019,Banglore,Delhi,BLR → DEL,170,0,No check-in baggage included,3919,20,12.0,9,30
396,Multiple carriers,1/03/2019,Delhi,Cochin,DEL → BOM → COK,385,1,No info,36983,15,19.0,12,50
397,IndiGo,3/06/2019,Chennai,Kolkata,MAA → CCU,140,0,No info,3597,55,21.0,19,35
398,Air India,09/03/2019,Banglore,New Delhi,BLR → DEL,165,0,No info,10741,45,19.0,17,0
399,Air India,6/06/2019,Kolkata,Banglore,CCU → BOM → GOI → BLR,765,2,No info,11432,35,5.0,16,50
400,Jet Airways,12/03/2019,Banglore,New Delhi,BLR → BOM → DEL,950,1,In-flight meal not included,11087,45,10.0,18,55
401,Jet Airways,3/06/2019,Delhi,Cochin,DEL → IDR → BOM → COK,1620,2,No info,13292,35,12.0,9,35
402,Air India,15/06/2019,Delhi,Cochin,DEL → RPR → NAG → BOM → COK,1585,3,No info,10493,40,7.0,5,15
403,GoAir,09/03/2019,Banglore,New Delhi,BLR → DEL,175,0,No info,7631,40,10.0,7,45
404,Air India,6/06/2019,Delhi,Cochin,DEL → CCU → BOM → COK,1490,2,No info,13381,40,7.0,6,50
405,Jet Airways,6/06/2019,Kolkata,Banglore,CCU → BOM → BLR,520,1,No info,13731,40,4.0,20,0
406,Air India,21/05/2019,Delhi,Cochin,DEL → BHO → BOM → COK,1545,2,No info,11911,40,7.0,5,55
407,IndiGo,18/04/2019,Banglore,Delhi,BLR → DEL,170,0,No info,4591,20,2.0,23,30
408,Multiple carriers,3/06/2019,Delhi,Cochin,DEL → BOM → COK,375,1,No info,14848,15,19.0,13,0
409,Multiple carriers,12/06/2019,Delhi,Cochin,DEL → BOM → COK,630,1,No info,8266,15,19.0,8,45
410,Air India,18/05/2019,Delhi,Cochin,DEL → HYD → BOM → COK,1560,2,No info,12392,15,19.0,17,15
411,Jet Airways,12/06/2019,Kolkata,Banglore,CCU → BOM → BLR,1025,1,No info,13044,0,12.0,18,55
412,Jet Airways,21/05/2019,Delhi,Cochin,DEL → BOM → COK,1280,1,In-flight meal not included,12898,25,4.0,7,5
413,Jet Airways,21/03/2019,Delhi,Cochin,DEL → BOM → COK,335,1,No info,12242,25,4.0,22,50
414,IndiGo,18/05/2019,Banglore,Delhi,BLR → DEL,170,0,No info,3943,0,13.0,10,10
415,Vistara,24/03/2019,Kolkata,Banglore,CCU → DEL → BLR,1550,1,No info,11105,10,22.0,20,20
416,Jet Airways,12/05/2019,Kolkata,Banglore,CCU → BOM → BLR,730,1,No info,14388,20,9.0,21,10
417,Jet Airways,18/05/2019,Delhi,Cochin,DEL → JAI → BOM → COK,1025,2,No info,13014,35,12.0,19,30
418,Multiple carriers,6/03/2019,Delhi,Cochin,DEL → BOM → COK,510,1,No info,15411,50,18.0,10,20
419,Jet Airways,9/03/2019,Delhi,Cochin,DEL → BOM → COK,1385,1,No info,16289,50,18.0,19,45
420,IndiGo,15/05/2019,Delhi,Cochin,DEL → HYD → COK,560,1,No info,6442,10,16.0,6,50
421,Jet Airways,18/05/2019,Kolkata,Banglore,CCU → BOM → BLR,475,1,In-flight meal not included,10844,20,16.0,8,25
422,Jet Airways,18/05/2019,Mumbai,Hyderabad,BOM → HYD,90,0,No info,5678,50,11.0,10,20
423,IndiGo,12/04/2019,Banglore,Delhi,BLR → DEL,170,0,No info,6906,20,2.0,23,30
424,SpiceJet,21/05/2019,Chennai,Kolkata,MAA → CCU,135,0,No check-in baggage included,3543,0,12.0,9,45
425,Jet Airways,6/06/2019,Delhi,Cochin,DEL → BOM → COK,600,1,No info,14714,0,19.0,9,0
426,Vistara Premium economy,03/03/2019,Banglore,New Delhi,BLR → DEL,155,0,No info,11793,35,18.0,16,0
427,Multiple carriers,15/05/2019,Delhi,Cochin,DEL → BOM → COK,465,1,No info,14323,15,19.0,11,30
428,SpiceJet,9/04/2019,Banglore,Delhi,BLR → DEL,175,0,No info,3971,5,0.0,21,10
429,Vistara,6/05/2019,Kolkata,Banglore,CCU → DEL → BLR,1580,1,No info,8452,40,22.0,20,20
430,Vistara,12/04/2019,Banglore,Delhi,BLR → DEL,160,0,No info,5403,40,9.0,7,0
431,Multiple carriers,9/05/2019,Delhi,Cochin,DEL → BOM → COK,660,1,No info,13727,0,21.0,10,0
432,Air India,1/04/2019,Kolkata,Banglore,CCU → DEL → AMD → BLR,1165,2,No info,12639,25,5.0,10,0
433,Jet Airways,18/04/2019,Banglore,Delhi,BLR → DEL,175,0,In-flight meal not included,5198,10,18.0,15,15
434,Vistara,1/06/2019,Banglore,Delhi,BLR → DEL,165,0,No info,4878,15,22.0,19,30
435,Jet Airways,18/05/2019,Delhi,Cochin,DEL → BOM → COK,1395,1,In-flight meal not included,12373,0,19.0,19,45
436,Multiple carriers,3/03/2019,Delhi,Cochin,DEL → HYD → COK,540,1,In-flight meal not included,8552,10,16.0,7,10
437,Vistara,21/04/2019,Delhi,Cochin,DEL → COK,190,0,No info,6741,50,17.0,14,40
438,Multiple carriers,9/04/2019,Delhi,Cochin,DEL → BOM → COK,385,1,No info,6481,15,19.0,12,50
439,Multiple carriers,6/06/2019,Delhi,Cochin,DEL → BOM → COK,520,1,No info,7354,15,19.0,10,35
440,Air India,21/04/2019,Banglore,Delhi,BLR → DEL,170,0,No info,5228,55,23.0,21,5
441,Jet Airways,12/05/2019,Kolkata,Banglore,CCU → BOM → BLR,740,1,In-flight meal not included,10844,45,20.0,8,25
442,IndiGo,18/05/2019,Delhi,Cochin,DEL → HYD → COK,320,1,No info,6347,10,12.0,6,50
443,Air India,15/03/2019,Banglore,New Delhi,BLR → HYD → DEL,240,1,No info,5013,15,12.0,8,15
444,Jet Airways,9/06/2019,Kolkata,Banglore,CCU → BOM → BLR,585,1,In-flight meal not included,9663,40,4.0,18,55
445,IndiGo,6/04/2019,Banglore,Delhi,BLR → DEL,175,0,No info,4823,20,21.0,18,25
446,Air India,24/06/2019,Delhi,Cochin,DEL → CCU → BOM → COK,1580,2,No info,13381,15,19.0,16,55
447,SpiceJet,1/06/2019,Chennai,Kolkata,MAA → CCU,135,0,No check-in baggage included,3543,0,12.0,9,45
448,Jet Airways,15/05/2019,Kolkata,Banglore,CCU → BOM → BLR,585,1,In-flight meal not included,9663,40,4.0,18,55
449,Jet Airways,1/04/2019,Kolkata,Banglore,CCU → BOM → BLR,1495,1,In-flight meal not included,7064,50,19.0,18,55
450,Jet Airways,9/06/2019,Delhi,Cochin,DEL → BOM → COK,715,1,In-flight meal not included,10262,0,19.0,7,5
451,Air India,1/06/2019,Delhi,Cochin,DEL → GOI → BOM → COK,500,2,No info,13013,15,19.0,10,55
452,Jet Airways,27/06/2019,Delhi,Cochin,DEL → AMD → BOM → COK,1045,2,No info,15339,35,12.0,19,10
453,GoAir,18/04/2019,Banglore,Delhi,BLR → DEL,170,0,No info,4937,30,14.0,11,40
454,IndiGo,6/06/2019,Delhi,Cochin,DEL → HYD → COK,425,1,No info,6818,10,12.0,5,5
455,Air India,18/05/2019,Delhi,Cochin,DEL → GOI → BOM → COK,1275,2,No info,10441,15,19.0,22,0
456,Jet Airways,3/04/2019,Delhi,Cochin,DEL → BOM → COK,300,1,In-flight meal not included,5177,0,19.0,14,0
457,IndiGo,27/06/2019,Chennai,Kolkata,MAA → CCU,145,0,No info,3858,0,14.0,11,35
458,IndiGo,18/05/2019,Kolkata,Banglore,CCU → PNQ → BLR,315,1,No info,6534,15,2.0,21,0
459,Multiple carriers,15/06/2019,Delhi,Cochin,DEL → BOM → COK,910,1,No info,6795,30,1.0,10,20
460,Multiple carriers,3/06/2019,Delhi,Cochin,DEL → BOM → COK,705,1,No info,9736,15,19.0,7,30
461,Jet Airways,1/05/2019,Banglore,Delhi,BLR → DEL,180,0,No info,7229,50,22.0,19,50
462,SpiceJet,24/04/2019,Delhi,Cochin,DEL → BLR → COK,295,1,No info,4957,50,22.0,17,55
463,IndiGo,09/03/2019,Banglore,New Delhi,BLR → DEL,165,0,No info,7648,45,8.0,6,0
464,SpiceJet,15/06/2019,Kolkata,Banglore,CCU → BLR,150,0,No info,3873,25,17.0,14,55
465,Jet Airways,12/05/2019,Kolkata,Banglore,CCU → BOM → BLR,585,1,No info,14388,40,4.0,18,55
